,tipo,descricao,likes,comentarios,shortcode,id,time,hora,dia,semana,inter
32,Vídeo,"Pilotos de dois aviões que faziam rotas para Porto Alegre relataram o aparecimento de luzes desconhecidas ao sul da capital gaúcha no fim da noite deste sábado (5). A conversa entre eles e a controladora de tráfego aéreo foi gravada e divulgada nas redes sociais. 

Os voos eram o TAM 3406, que decolou de Guarulhos (SP) com destino a Porto Alegre, e Azul 4657, que partiu do Aeroporto Internacional de Confins, em Belo Horizonte, com destino ao Rio Grande do Sul.

🎥 YouTube / Camera Porto Alegre Airport

#uoloficial #uol #ovni #avião #aeroporto #portoalegre",29811,1567,CkoFHMEJT_o,2965642838846816232,2022-11-06 13:30:30,13,2022-11-06,6,31378
33,Imagem,"O presidente eleito Luiz Inácio Lula da Silva assumirá o MEC (Ministério da Educação) em 2023 com um orçamento menor em relação ao ano em que seu antecessor Jair Bolsonaro tomou posse. Na educação básica, a diminuição é de 34% em comparação a 2019 —primeiro ano de governo do atual chefe do Executivo. 

No Projeto de Lei Orçamentária de 2019, o governo de Michel Temer previa R$ 7,9 bilhões — em valores corrigidos pelo IPCA (Índice Nacional de Preços ao Consumidor Amplo) — para a educação básica, que compreende desde a creche até o ensino médio. Para 2023, a proposta de Bolsonaro é um orçamento de R$ 5,2 bilhões.

A verba definitiva para o próximo ano ainda será aprovada pelo Congresso até o final de dezembro. Na quinta-feira (3), a equipe de transição do governo Lula se encontrou com o relator do Orçamento de 2023, senador Marcelo Castro, para discutir formas de encaixar promessas de campanha nas contas públicas do próximo ano.

Castro já alertou que o governo está ""no osso"" e que não haverá espaço para mudanças. A pasta da Educação sofreu diversos cortes ao longo do governo Bolsonaro — um dos mais recentes atingiu as universidades federais e ocorreu às vésperas do primeiro turno das eleições.

📷 Dida Sampaio/Estadão Conteúdo
📷 NELSON ALMEIDA / AFP 

#uol #uolnoticias #noticias #educacao #mec #ministeriodaeducacao #lula #bolsonaro",42807,2809,Ckn_dmrS6tj,2965617990970354531,2022-11-06 12:40:35,12,2022-11-06,6,45616
34,Imagem,"É A MAIOR, NÃO TEM JEITO 🏆🌏

Rayssa Leal, nossa fadinha, venceu todas as quatro etapas da SLS (Street League Skateboarding) Super Crown e, durante sua última manobra, se tornou a campeã do mundo no skate!

📸 Reprodução/Instagram

#UOL #Esporte #Skate #SuperCrown",43422,489,Ckn9Hc-Lnus,2965607672628280236,2022-11-06 12:20:05,12,2022-11-06,6,43911
35,Coleção,"O ex-jogador de futebol tetracampeão mundial em 1994 e vice-presidente da Federação Paulista de Futebol, @maurosilvaofficial virou nome de rua e é o rosto de um dos reis magos do presépio de La Coruña na Espanha.
 
A descoberta de suas origens na Espanha, entre outros países, gerou uma série de reflexões. Filho de pai negro e mãe branca, Mauro diz que a análise de seu teste de DNA o faz pensar em globalização.
 
💬 ""Eu me sinto mais do que nunca brasileiro. A miscigenação, na minha casa, aumentou ainda mais a minha mistura de origens""
 
➡️ Leia a entrevista completa em uol.com.br/ecoa
 
📲 Se você não conseguiu assistir, acesse o YouTube do UOL e confira a transmissão completa
 
Patrocínio: @genera.lab 

📸 Gsé Silva/UOL 

#UOL #Ecoa #Ecoa_UOL #Origens #CanalUOL #MovimentoNegro #Live #debates",797,13,Ckntgbnv445,2965539020420910649,2022-11-06 10:03:41,10,2022-11-06,6,810
36,Vídeo,"Em depoimento à Polícia Militar, o estudante Vitor Cotrim, 18, afirmou que viu uma pedra ser atirada em sua direção após ter provocado, nesta quinta (3), um grupo de bolsonaristas em Jundiaí, cidade a cerca de 55 quilômetros da capital paulista. Ele estava em um ônibus escolar, que foi invadido por apoiadores do presidente Jair Bolsonaro (PL), que faziam uma manifestação em uma via da cidade. 

Cotrim e outros jovens foram agredidos. ""Eu, em particular, fiz com a mão o símbolo 'L' e gritei 'Bolsonaro, vai tomar no c*'. De repente um homem de branco, barba curta, boné preto virada para trás e blusa e máscara preta jogou uma pedra em minha direção"", disse Cotrim.

➡️ Leia a matéria completa em #UOL! 

#UOLEleições #uol #uolnoticias #eleicoes2022 #lula #bolsonaro",22446,2976,Ckl9bEEDf8V,2965046070319382293,2022-11-05 17:44:34,17,2022-11-05,5,25422
37,Coleção,"A digital influencer Nathália Rodrigues, 24 anos, viu seu nome envolvido em uma polêmica. O motivo foi uma brincadeira que ela fez com o atacante Neymar. Logo veio a resposta do jogador da seleção brasileira, que a acusou de buscar biscoito e a chamou de ""uma qualquer"". 

➡ Quem é @nathfinancas ? Deslize para o lado e conheça a influenciadora.

📷 LEO AVERSA
📷 Reprodução

#uol #uoleconomia #economia #dinheiro #grana #financas",15280,944,Ckl45zXN2tX,2965026192458476375,2022-11-05 17:04:47,17,2022-11-05,5,16224
38,Vídeo,"Em culto realizado na Primeira Igreja Batista de Piabetá, na cidade de Magé (Baixada Fluminense), o pastor Luiz Antonio Vieira usou o palco para atacar Luiz Inácio Lula da Silva e os petistas, além de destilar preconceito contra os nordestinos, que votaram maciçamente no candidato do PT à Presidência. 

A fala está registrada em vídeo, no canal da igreja no YouTube, que foi tornado privado na manhã de hoje. 

🎥 Twitter / @AndradeRNegro2

#uolnotícias #uol #UOLEleições2022 #eleições2022 #igrejaevangélica #lula #nordeste",39993,28270,Cklxgo5D5V5,2964993676902634873,2022-11-05 16:00:54,16,2022-11-05,5,68263
39,Imagem,"O avião da FAB (Força Aérea Brasileira), modelo T-25 Universal, que estava desaparecido desde ontem, foi encontrado neste sábado (5) na região de Canelinha, em Santa Catarina. 

A informação foi divulgada pelo secretário de Obras e Serviços Urbanos da cidade, Silvio Reis, que auxiliou nas buscas. Ao UOL, Reis afirmou que o avião estava ""totalmente destruído"". Dois corpos foram encontrados carbonizados. 

O avião perdeu sinal de comunicação na tarde de ontem enquanto sobrevoava o estado de Santa Catarina. Segundo apurou a reportagem, havia dois tripulantes militares e eles faziam um voo de treinamento. O avião teria saído de Pirassununga, interior de São Paulo.

Até o momento não há informações sobre o nome das vítimas e outros detalhes.

📷 Prefeitura de Canelinha/Divulgação

#uol #uolnoticias #noticias #avião #queda #fab",4180,123,CkluwyNOOdS,2964981592276658002,2022-11-05 15:36:10,15,2022-11-05,5,4303
40,Imagem,"Colaboradores do presidente eleito, Luiz Inácio Lula da Silva (PT), têm trabalhado para desenhar uma nova estrutura jurídica na qual o Ministério da Justiça passará atribuições a um novo Ministério da Segurança Pública, uma das promessas de campanha do petista.

Pela proposta em discussão, a nova pasta assumiria o controle de Polícia Federal, da Polícia Rodoviária Federal, da Guarda Nacional e dos presídios federais.

A ideia, dizem, é mostrar que o novo governo não vai enxergar o tema de segurança pública apenas sob o ângulo dos direitos humanos. Nem apostará prioritariamente no sucesso das políticas sociais como ferramenta para combate à criminalidade.

📷 MAURO PIMENTEL/AFP

#uol #uolnoticias #noticias #politica  #eleições2022 #uoleleições2022 #segurançapublica",14915,1105,CkllpZPozqx,2964941502018697905,2022-11-05 14:16:31,14,2022-11-05,5,16020
41,Vídeo,"Após viajar para os Estados Unidos para ""cumprir agendas pessoais"" e ""estudar meios de assegurar e restaurar a liberdade de expressão no Brasil junto a autoridades americanas"", a deputada Carla Zambelli (PL-SP) voltou a surgir nas redes sociais para anunciar que está ""juntando provas"" de supostas censuras do STF (Supremo Tribunal Federal) e do TSE (Tribunal Superior Eleitoral) para levar à Comissão Interamericana de Direitos Humanos.

Sem seus perfis oficiais após suspensão, o vídeo foi compartilhado nas redes sociais de alguns bolsonaristas, a exemplo de Dárcio Bracarense (PL-ES), que este ano disputou uma vaga de deputado federal e ficou como suplente.

🎥 Instagram / Dario Bracarense

#uolnotícias #uol #carlazambelli #eleições2022 #uoleleições2022",22153,11499,CklgVSWj8S1,2964918129996580021,2022-11-05 13:30:37,13,2022-11-05,5,33652
42,Imagem,"Emissários do presidente eleito, Luiz Inácio Lula da Silva (PT), têm procurado governadores adversários em busca de compor um novo pacto federativo para 2023. Em meio a protestos antidemocráticos que bloquearam estradas pelo país, o objetivo é tentar articular um início de mandato mais tranquilo para a nova gestão. 

Enquanto o núcleo duro da campanha — chefiado pela presidente do partido, Gleisi Hoffmannn — foca no governo de transição, interlocutores da aliança (das dez legendas que compuseram a chapa) buscam os nomes que vão governar os estados a partir de 1º de janeiro. 

O PT avalia que pacificar a relação com os governadores no início do mandato é o primeiro passo para que o novo governo possa focar na articulação com o Congresso, principal preocupação neste momento.

Dos 27 governadores eleitos, apenas 10 compunham a chapa petista ou foram apoiados por Lula. Articuladores que têm procurado os governadores usam o argumento da estabilidade institucional para tentar frear pautas golpistas por parte de apoiadores de Bolsonaro e evitar episódios como a invasão do Capitólio, nos Estados Unidos, após a derrota do ex-presidente Donald Trump.

📷 Mathilde Missioneiro/Folhapress

📝 Reportagem de Lucas Borges Teixeira.

#uol #uolnoticias #governadores #pactofederativo #Eleições2022 #Lula",17582,795,CklSE7GSm-K,2964855432864755594,2022-11-05 11:25:31,11,2022-11-05,5,18377
43,Imagem,"Reportagem exclusiva de @jamilchade_oficial:

Um dos maiores produtores agrícolas do mundo e, até pouco tempo, líder na luta contra a fome, o Brasil vive uma situação constrangedora na FAO (Organização das Nações Unidas para a Alimentação e a Agricultura). Sem completar o pagamento de sua contribuição obrigatória, o governo brasileiro pode perder seu direito ao voto na instituição em 2023.

Dados da FAO obtidos pela coluna revelam que a última vez em que o Brasil pagou de forma plena sua contribuição foi em 2019, o primeiro ano de mandato de Jair Bolsonaro. Desde então, os repasses foram suspensos.

A regra na entidade estabelece que, ao completar dois anos sem fazer depósitos completos, um governo perde seu direito ao voto nas decisões da instituição. 

Hoje, o Brasil contribui com cerca de 3% do orçamento da FAO e, se pagasse o que lhe corresponde, seria o oitavo maior contribuinte para o orçamento da instituição. 

Procurado pela reportagem para comentar a situação, o Itamaraty não se pronunciou.

🔗 Leia a reportagem completa no link da bio de @UOLNoticias

📷 Getty Images
#uol #noticias #fao #internacional #dívida #bolsonaro",60215,6135,CklI7hqoyIZ,2964815204663370265,2022-11-05 10:05:35,10,2022-11-05,5,66350
44,Coleção,"Eleito no domingo (30), Lula já anunciou que vai criar novos ministérios, recriar alguns dos que foram extintos e aumentar a participação de mulheres em seu governo, que começa no dia 1º de janeiro de 2023. Esse foi, inclusive, um pedido da senadora Simone Tebet (MDB-MS) para apoiar o candidato petista: um quadro ministerial plural em relação a gênero e raça. 

Alguns nomes de aliados novos —incluindo a própria Tebet— e antigos do presidente eleito já estão sendo especulados para assumir as pastas. Saiba quem são as mulheres que podem ocupar os cargos mais altos da Esplanada a partir de 2023.

➡️ Leia a matéria completa em uol.com.br/universa

#UOL #UniversaUOL #Política #GovernoLula #Lula #Mulheres #Ministério",52345,4116,CklIy36Lb44,2964814610071141944,2022-11-05 10:04:25,10,2022-11-05,5,56461
45,Coleção,"➡️ Siga @vivabem_uol, o canal de saúde e bem-estar do UOL

Você sabia que alimentos light, diet e fit no mercado também podem ser uma cilada para a dieta? Um dos desafios de quem começa uma dieta para emagrecer ou cuidar da saúde é resistir às guloseimas e encher o carrinho de compras com alimentos saudáveis.

Nesse momento, você pode cair em uma cilada: grande parte desses produtos está longe de ser saudável e muito menos fará você emagrecer. Pelo contrário. Às vezes, eles têm tantas calorias quanto suas versões ""normais"" e, como qualquer alimento ultraprocessado, estão repletos de substâncias químicas, carboidratos, sódio, gorduras adicionadas e outros ingredientes que, em excesso, prejudicam o organismo.

💬 ""Isso não significa que não podemos comer coisas gostosas e que nutram nosso prazer ao se alimentar, mas é necessário saber que os industrializados têm corantes, estabilizantes e aromatizantes, portanto, não são escolhas nutritivas nem devem estar frequentemente em nossa alimentação"", explica Carolina Guerini de Souza, professora do Departamento de Nutrição da UFRGS.

➡️ Leia a reportagem completa em uol.com.br/vivabem

📸 Studio Oz

#UOL #VivaBemUOL #Alimentação #Saúde #AlimentosSaudáveis #Edulcorantes #FalsoAçúcar #Gorduras #Aditivos",1109,19,CkkzynHoZ0c,2964722233066495260,2022-11-05 07:00:52,7,2022-11-05,5,1128
46,Vídeo,"O bispo Edir Macedo, líder da IURD (Igreja Universal do Reino de Deus), publicou um novo vídeo nas redes sociais em que afirma que não precisa perdoar o presidente eleito Luiz Inácio Lula da Silva (PT) e não citou a presidente do PT, a deputada federal Gleisi Hoffmann (PT-PR). O bispo e a IURD apoiaram a campanha de Jair Bolsonaro (PL) à reeleição. 

Nesta quinta-feira (3), Macedo postou um vídeo no qual fala sobre perdão, e defende que cristãos ""olhem para a frente"" após a vitória de Lula. Na gravação, o líder citou o caso de uma fiel que disse ter ""orado"" por perdão a Lula durante um culto em Genebra: ""foi maravilhoso, é bacana"", disse. Já hoje, Gleisi disse ""dispensa"" o perdão do bispo e afirmou .

➡️ Leia a matéria completa em #UOL! 

#UOLNews #uol #uolnoticias #uoleconomia #eleicoes2022 #lula #edirmacedo0",14886,5919,CkjyeIDj55p,2964434952299454057,2022-11-04 21:30:42,21,2022-11-04,4,20805
47,Vídeo,"Passado o dia 30 de outubro, os brasileiros estavam à espera do pronunciamento do atual presidente da República, Jair Bolsonaro (PL).

Mas um detalhe chamou atenção: quem era a mulher ao lado do presidente? Assista ao vídeo e entenda!

#UOL #UOLNoticias",34538,2202,CkjoRxDj3yG,2964390122504551558,2022-11-04 20:02:06,20,2022-11-04,4,36740
48,Vídeo,"A PM (Polícia Militar) foi acionada para ajudar o ministro Luís Roberto Barroso, do STF (Supremo Tribunal Federal), a se afastar de um grupo de apoiadores do presidente Jair Bolsonaro (PL), na noite de quinta-feira (3), em Porto Belo (SC). Nos arredores da casa em que ele estava hospedado, os manifestantes entoaram palavras de ordem contra a Suprema Corte, cantaram o hino nacional e afirmaram que o ministro não é bem-vindo na vizinhança. 

O magistrado havia sido reconhecido enquanto jantava num restaurante da cidade do litoral catarinense. Durante cerca de 20 minutos no local, Barroso foi vaiado, chamado de comunista e xingado de ""lixo"", ""vagabundo"" e ""ladrão"".

➡️ Leia a matéria completa em #UOL! 

#UOLEleições #uol #uolnoticias #eleicoes2022 #lula #bolsonaro #luisrobertobarroso #santacatarina",16450,4228,CkjkUu4DxI2,2964372734136488502,2022-11-04 19:29:12,19,2022-11-04,4,20678
49,Vídeo,"É falso que o presidente eleito Luiz Inácio Lula da Silva (PT) seja responsável pela proposta de Orçamento 2023 que não prevê o Auxílio Brasil no valor de R$ 600, como afirmam publicações nas redes sociais. 

O texto, que prevê benefício de R$ 405,21, foi enviado ao Congresso em 31 de agosto pelo governo Jair Bolsonaro (PL), como ele mesmo já afirmou em uma de suas lives semanais.

➡️ Leia mais em uol.com.br/confere

#uol #uolnotícias #auxíliobrasil #orçamento #lula #jairbolsonaro",14847,882,CkjhUbojMYp,2964359519335663145,2022-11-04 19:00:55,19,2022-11-04,4,15729
50,Vídeo,"O ex-deputado publicou em seu Twitter sua resposta a respeito da publicação falsa após ter sido procurado pela Agência Lupa. Na mensagem ele disse que ""é óbvio que se trata de uma mentira"". Além de dizer que a extrema direita ""tem mentido peremptoriamente"" e vem ""assassinando reputações impunemente"". 

Não é a primeira vez que Jean Wyllys é alvo de desinformações. ""A extrema-direita vem me usando em sua tentativa de criar pânico moral há anos"", afirma o ex-deputado.

➡️ Leia mais em uol.com.br/confere

#uol #uolnotícias #jeanwyllys #uolconfere",15046,1180,CkjgyzgDnfB,2964357208500762561,2022-11-04 18:59:59,18,2022-11-04,4,16226
51,Imagem,"A Polícia Civil de Minas Gerais investiga um caso de suposta agressão de um policial militar reformado contra uma criança de sete anos por motivação política. Gabriel Azevedo estava com o pai em uma padaria do bairro Alto São Vicente, em Divinópolis, no último domingo (30), dia da votação do segundo turno das eleições, quando a agressão aconteceu. 

Na ocasião, o suspeito, de 55 anos, teria perguntado se o menino seria apoiador do presidente Jair Bolsonaro (PL), mas a criança negou e disse ""Lula lá"", em referência ao principal jingle do presidente eleito Luiz Inácio Lula da Silva (PT).

O agressor teria se revoltado e enforcado Gabriel por 8 minutos, segundo a família. A mãe do garoto, Reisla Gomes, relatou o caso nas redes sociais e disse que abriu um boletim de ocorrência. A PM foi acionada momentos após o fato e realizou os primeiros socorros à vítima. O militar reformado já tinha fugido do local e ainda não foi localizado.

📷 Reprodução

#uol #uolnoticias #noticias #agressao #lula #bolsonaristas #bolsonaro #violenciapolitica",57544,5147,Ckjan8VLq3F,2964330073788689861,2022-11-04 18:01:43,18,2022-11-04,4,62691
52,Vídeo,"Em Brasília, manifestantes bolsonaristas que protestam em frente ao Quartel General do Exército passaram mal e afirmaram que isso teria acontecido porque infiltrados que teriam dado ao grupo água com laxante. 

Pelas redes sociais, lideranças dos movimentos de bloqueios às estradas alertaram para uma suposta entrega de águas com laxantes e pediram ajuda para conseguirem banheiro químico.

Desde domingo, grupos de caminhoneiros e manifestantes bolsonaristas interditam estradas em atos antidemocráticos contra a vitória de Luiz Inácio Lula da Silva. Nesta quarta-feira (2), diversos atos aconteceram em frente a quartéis. A PRF (Polícia Rodoviária Federal) atualizou, às 19h03 (horário de Brasília), para 34 o número de interdições e bloqueios nas estradas federais do Brasil. As ocorrências atingem 11 estados.

➡️ Leia a matéria completa em #UOL! 

📹Reprodução/Redes Sociais

#UOLEleições #uol #uolnoticias #eleicoes2022 #lula #bolsonaro #bolsonarismo",21471,4598,CkjXFG3jwns,2964314485781629420,2022-11-04 17:31:18,17,2022-11-04,4,26069
53,Vídeo,"Vídeos obtidos pelo UOL Notícias mostram grupos bolsonaristas invadindo um ônibus com estudantes secundaristas e agredindo alguns deles. O caso aconteceu hoje em uma via bloqueada próxima à rodovia Anhanguera, em Jundiaí, cidade a cerca de 55 quilômetros da capital paulista.

Procurada, a SSP (Secretária de Segurança Pública) confirmou a agressão. ""Dois adolescentes que estavam em um transporte escolar ficaram feridos após serem agredidos enquanto o veículo passava por uma manifestação nesta quinta-feira, em Jundiaí"", disse a instituição em nota.

A reportagem apurou que o motivo da revolta dos bolsonaristas teria sido um dos estudantes fazer um ""L"" pela janela, gesto de apoio ao presidente eleito, Luiz Inácio Lula da Silva (PT), ao passarem pelo bloqueio de apoiadores de Jair Bolsonaro (PL), presidente derrotado nas urnas pelo petista.

➡️ Leia a matéria completa em #UOL! 

#UOLNews #uol #uolnoticias #eleicoes2022 #uoleleicoes #lula #jairbolsonaro #bolsonaro",27573,5584,CkjTfNMDKD-,2964298687088206078,2022-11-04 17:00:00,17,2022-11-04,4,33157
54,Coleção,"É quase impossível ouvir a música 'Baile de Favela' sem se lembrar de Rebeca Andrade (@rebecarandrade). A ginasta, que conquistou os jurados nas Olimpíadas de Tóquio com o funk em 2021, desta vez empolgou a torcida em Liverpool, na Inglaterra, com a sua apresentação embalada pelo ritmo. A medalha de ouro fez com que ela marcasse mais uma vez seu nome na história da ginástica artística mundial. 

➡️ Conheça mais da história da ginasta em uol.com.br/universa

#UOL #UniversaUOL #RebecaAndrade #GinásticaArtística #Mundial",3033,37,CkjQOcjSoMr,2964284341213627179,2022-11-04 16:30:52,16,2022-11-04,4,3070
55,Imagem,"A varejista chinesa Shein abrirá sua primeira loja física no Brasil em formato ""pop-up"", ou seja, temporário, entre os dias 12 e 16 de novembro. O espaço ficará no Shopping Vila Olímpia, em São Paulo. 

De acordo com a marca, serão disponibilizadas cerca de 11 mil peças femininas e masculinas, além de acessórios. As compras poderão ser feitas com cartões de crédito e débito.

Além da venda física, a loja pop-up oferecerá desconto de 15% para compras de produtos na loja e no aplicativo. ""Quem postar uma imagem com a hashtag #SHEINSP marcando o perfil oficial @sheinbrasil_, retira na hora um brinde especial da loja"", complementa um informe da Shein no Brasil.

📷 Divulgação

#uol #uoleconomia #economia #shein #lojafisicashein #loja #roupas #moda #saopaulo",19780,463,CkjNGTGNYy_,2964270587166690495,2022-11-04 16:03:32,16,2022-11-04,4,20243
56,Vídeo,"A presidente nacional do PT, @gleisihoffmann, disse nesta sexta (4) que o partido dispensa o perdão oferecido pelo @bispomacedo. 

O fundador da Igreja Universal do Reino de Deus, que disparou vários ataques contra @lulaoficial (PT) e a esquerda em geral durante a campanha presidencial, afirmou em live que fiéis deveriam perdoar o agora presidente eleito, pois o contrário seria fazer o jogo do diabo. 

A Universal, que preferia ver reeleito o presidente Jair Bolsonaro (PL), fez uma oposição feroz ao petista. O bispo Renato Cardoso, genro e provável sucessor de Macedo no comando da igreja, assinou texto dizendo que não é possível ser cristão e de esquerda ao mesmo tempo. A Folha Universal, jornal da casa, publicou vários editorias contra Lula. 

📹: Youtube/PT

#uol #uolnotícias #pt #lula #edirmacedo #gleisihoffmann",64493,4822,CkjJkicDd-J,2964255073037574025,2022-11-04 15:33:09,15,2022-11-04,4,69315
57,Imagem,"Após ficar empatado com o presidente eleito Luiz Inácio Lula da Silva (PT) no primeiro turno em Coronel Sapucaia (MS), o presidente Jair Bolsonaro (PL) venceu na cidade no segundo turno, onde o jornalista Caco Barcellos, da TV Globo, flagrou suposta compra de votos. A ação ocorreu a menos de 48 horas do pleito e será investigada pela Procuradoria Regional Eleitoral. 

No primeiro turno, Lula e Bolsonaro tiveram o mesmo número de votos no município: 4.254. No segundo turno, Bolsonaro ficou à frente, com 4.530 votos, e Lula teve 4.090. Ou seja, enquanto Bolsonaro obteve mais votos, Lula encolheu.

📷 Daniel Brasil/Photopress/Estadão Conteúdo

#uol #uolnoticias #cacobarcellos #profissaoreporter #Eleições2022 #Lula #Bolsonaro #ms #compradevotos #assedioeleitoraluolo",41930,2232,CkjF5MnSzG5,2964238900526789049,2022-11-04 15:00:35,15,2022-11-04,4,44162
58,Imagem,"O bloqueio de rodovias impediu que o coração de um doador de Goiás fosse enviado a um paciente de São Paulo na noite de segunda-feira (1º). Manifestantes pró-golpe que contestam o resultado das eleições ocupam estradas por todo o Brasil desde a vitória de Lula.

Segundo a SES-GO (Secretaria de Estado de Saúde de Goiás), o coração nem chegou a ser captado. ""Não houve aceite pelo Estado de São Paulo"". Após questionamento da Saúde de Goiás, a SES e a Central de Transplantes de São Paulo confirmaram que o bloqueio nas estradas impediu que uma equipe médica fosse buscar o órgão. 

Histórias de impactos decorrentes dos bloqueios se multiplicam no país, e vão desde exame de câncer perdido por uma idosa até 42 horas sem acesso à comida e recursos necessários, como medicamentos, para crianças e idosos.

📷 Miguel Pessoa/Futura Press/Estadão Conteúdo

#uol #uolnotícias #bolsonaristas #eleições2022 #transplantedeórgãos #SP #atosprogolpe",35572,3386,CkjAvqfoHcn,2964216255183091495,2022-11-04 14:15:35,14,2022-11-04,4,38958
59,Imagem,"Na segunda-feira (1º), após o segundo turno das #Eleições2022, as duas filhas da advogada Janaina Santos fizeram questão de ir de vermelho ao Colégio Marista Santa Maria onde estudam, em Curitiba (PR).

""No domingo, minhas filhas disseram: 'Eles [estudantes] estão se organizando, vai todo mundo de verde e amarelo'. Eu pensei, bem, se eles estão indo com as cores que os representam, minhas filhas também podem ir de vermelho"", lembra Janaina.

Ela só não esperava as cenas que veria em vídeos de celular no dia seguinte: ""Chegou um piá do ensino médio e empurrou minha filha de 11 anos. Ela não chegou a cair. Depois os alunos contaram que alguns cuspiram na minha filha mais velha"", relata.

Outros colégios de elite de Curitiba também tiveram manifestações políticas de alunos revoltados com a vitória do petista, com casos de intolerância política viralizando na internet.

Além dos corredores dos colégios, os estudantes interagem em grupos de WhatsApp intitulados ""Geração Verde e Amarela"". ""Quem vai ser o herói que vai matar o Lula [?]"", escreveu um dos participantes. ""A 12 do meu pai chegou sexta-feira kkk"", dizia uma mensagem. ""Vou atirar em feminista"", afirmou outra, com emojis de sorriso com estrelas nos olhos. Alguns adolescentes também trocaram mensagens citando preço de metralhadora: ""Vamo compra arma."".

📲 Leia a reportagem completa no link da bio e veja mais histórias em uol.com/tab.

📝 Reportagem de Bruna Bronoski.

📷 Reprodução

#uol #tabuol #noticias #politica #uolnoticias #lula #bolsonaro #armas #patriota #curitiba #verdeemarelo #adolescentes",19909,2686,Cki_faDy802,2964210739978161462,2022-11-04 14:04:38,14,2022-11-04,4,22595
60,Imagem,"Reportagem do @jamilchade_oficial:

""Num comunicado emitido nesta sexta-feira, relatores da ONU fizeram um apelo para que o novo governo brasileiro de Luiz Inácio Lula da Silva revogue algumas das iniciativas tomadas pela administração de Jair Bolsonaro no que se refere aos direitos das mulheres. 

O documento solicita que o presidente eleito 'revogue a lei de alienação parental e a restabelecer o acesso efetivo das mulheres e meninas aos direitos sexuais e reprodutivos'. Os peritos ainda pedem que o governo 'ofereça meios legais eficazes para a interrupção da gravidez'. 

O texto vem num momento de críticas da ONU em relação às políticas de direitos humanos do governo Bolsonaro. Na pasta de Direitos Humanos, liderada por Damares Alves por anos, medidas foram tomadas no que se refere aos direitos das mulheres que, na opinião dos especialistas, dificultou o acesso ao aborto legalmente previsto pela Constituição brasileira""

📷 Adriano Machado/Reuters

#uol #uolnotícias #damaresalves #direitosdasmulheres #governobolsonaro #onu #direitoshumanos",36447,1891,Cki4R-2InGo,2964179031079154088,2022-11-04 13:01:38,13,2022-11-04,4,38338
61,Vídeo,"Como uma onda, colégios de elite de Curitiba tiveram manifestações políticas de alunos revoltados com o resultado das eleições: casos de intolerância política viralizaram na internet.

No Colégio Positivo  Ângelo Sampaio, alunos de verde e amarelo estenderam bandeiras do Brasil e gritaram “Lula, ladrão, seu lugar é na prisão”. No Colégio Bom Jesus, onde a mensalidade é cerca de R$ 1.900, alunos foram suspensos por pegar a toalha com estampa do PT de um colega e urinar nela dentro do banheiro.

➡️ Leia mais em uol.com.br/tab 

#uol #uolnotícias #tabuol #lula #eleições2022 #curitiba",39829,3961,Cki2He5jCsm,2964169513488886566,2022-11-04 12:43:11,12,2022-11-04,4,43790
62,Vídeo,"Gilberto Kassab, presidente nacional do PSD, disse que o presidente eleito @lulaoficial (PT) pode acabar com o orçamento secreto, mas ressaltou que a mudança deve acontecer aos poucos.

O orçamento secreto facilita negociações do governo com as bancadas do Congresso Nacional porque é usado em troca de apoio político. Ganham prioridade na fila, por exemplo, políticos aliados de integrantes do governo federal. 

➡️ Assista ao programa completo no canal do UOL no Youtube!

#uol #uolnotícias #gilbertokassab #psb #orçamentosecreto",7920,949,CkixpEUjlnH,2964149831180638663,2022-11-04 12:03:57,12,2022-11-04,4,8869
63,Imagem,"Reportagem do @carlos.madeiro:

""A ocupação urbana em áreas de risco triplicou entre 1985 e 2021, segundo estudo divulgado hoje pelo MapBiomas, uma iniciativa multi-institucional de universidades, ONGs e empresas de tecnologia que monitora a cobertura e o uso da terra no Brasil.

Segundo o estudo, houve um salto de 350 km², em 1985, para 1.000 km², em 2021. O documento aponta ainda que, de cada 100 km² de aglomerados subnormais —como o IBGE (Instituto Brasileiro de Geografia e Estatística) classifica as favelas—, 15 foram construídos em áreas de risco. ""

➡️ Leia mais no link da bio

📷 Eduardo Knapp/Folhapress

#uol #uolnotícias #áreasderisco #usodaterra #moradia #favelas #áreaurbana",3274,243,CkikIoHy19I,2964090427273862984,2022-11-04 10:05:35,10,2022-11-04,4,3517
