,Unnamed: 0,tipo,descricao,likes,comentarios,shortcode,id,time,hora,dia,semana,inter,Nome
472,22,Imagem,"Um dos procuradores do MPF no Distrito Federal que investiga os bloqueios nas estradas feitos por apoiadores do presidente Bolsonaro, Frederico Paiva, disse hoje que suspeita que os grupos tenham um financiamento oculto. ""Os caminhoneiros tinham cobertura por trás. Ninguém abre mão de trabalhar por todo esse tempo se não há cobertura financeira por trás"", afirmou ele em entrevista à GloboNews.

Para ele, identificar quem são os supostos financiadores é mais importante do que descobrir quem são os motoristas que participaram das manifestações antidemocráticas. ""É de fundamental importância identificar quem fomentou esse movimento, e que sofra severa punição"", disse. ""Se não conseguir punir, vai acontecer de novo"".

O procurador disse ainda que a investigação precisa avançar para chegar a qualquer conclusão, mas que os indícios apontam que houve crime eleitoral e prevaricação por parte da PRF.

📷 Eduardo Militão/UOL

#UOL #uolnoticias #noticias #atosbolsonaristas #atosprogolpe #bloqueios #bloqueio #rodovias",28486,3499,Ckq7JI4yjjh,2966443417339050209,2022-11-07 16:00:34,16,2022-11-07,0,31985,UOL Oficial
473,23,Coleção,"📱 PRA ISSO QUE PAGO INTERNET

O Tite nem tinha terminado de falar a lista, e a internet já tava explodindo de memes sobre a convocação. 

Acho que vocês já sabem qual o principal assunto, né? 

📷 David Ramos/Getty Images

#UOL #UOLEsporte #brasil #selecaobrasileira #Qatar2022",49373,950,Ckq5dt4O_y9,2966436035354688701,2022-11-07 15:45:54,15,2022-11-07,0,50323,UOL Oficial
17,17,Imagem,"MOEDA SOCIAL SURUROTE | Com a crise sanitária, econômica e social, em 2021, a prefeitura de Maceió fez parcerias com organizações da sociedade civil, instituições públicas e privadas, realizou consultas aos moradores e definiu um diagnóstico que apontava a necessidade de políticas com foco na inclusão produtiva.

O Instituto Mandaver criou o Banco Laguna, que usa a moeda comunitária ""sururote"", um de seus eixos de atuação. 

A organização estima que circule R$ 50 mil em sururote na economia local, o que teria gerado melhora de 80% na renda das mulheres marisqueiras, que foram capacitadas para gerir e vender os resíduos do sururu.

Leia em folha.com (link na bio de @folhasocialmais👆🏾)

📝 Maria Carolina Trevisan
📷 Marcos Felipe/Mandaver

#folhasocial+ #folha #folhadespaulo #folhadesp #folhadesaopaulo #sururote #maceio #bancolaguna #inclusaoprodutiva #desigualdadesocial #empreendedorismo #agendapublica #br22+8",1704,20,Ckq5ZXtvqU8,2966435736678475068,2022-11-07 15:45:18,15,2022-11-07,0,1724,Folha de São Paulo
781,31,Imagem,"O automobilista britânico e heptacampeão de Fórmula 1, Lewis Hamilton, acaba de receber o título de cidadão honorário brasileiro da câmara dos deputados, o piloto disse amar o Brasil e agradeceu a honra, em seu discurso. MARAVILHOSO NÉ?! 📸😍",120097,621,Ckq3c3TIWht,2966427180657109101,2022-11-07 15:28:18,15,2022-11-07,0,120718,Choquei
474,24,Imagem,"ANOTA NA AGENDA AÍ 🇧🇷🇧🇷

A Copa do Mundo tá mais perto do que nunca e a gente te ajuda a lembrar quando a nossa seleção joga! Se o Brasil passar de fase, já joga no dia 5/12 pelas oitavas de final, hein?

Vai rolar um churrasquinho pra acompanhar o Brasil? 😍

#uolesporte #copadomundo #qatar2022 #futebol",26090,176,Ckq2A2IvKso,2966420857217133352,2022-11-07 15:15:44,15,2022-11-07,0,26266,UOL Oficial
615,15,Imagem,"ALERTA GLOBAL ⚠️• Uma pessoa bilionária é responsável pela emissão de um milhão de vezes mais gases de efeito estufa do que uma pessoa comum. Os dados são de um relatório publicado nesta segunda-feira (7) pela instituição de caridade britânica Oxfam, que analisou os investimentos de 125 dos bilionários mais ricos do mundo.

Segundo o estudo, o estilo de vida dos super ricos, com seus jatos particulares e iates, já torna as suas emissões milhares de vezes maiores do que as de uma pessoa na média. Mas quando se se observam os seus investimentos, os bilionários produzem uma média anual de de 3 milhões de toneladas de dióxido de carbono (CO2) por pessoa.

Esse valor é um milhão de vezes superior à média anual de 2,76 toneladas de CO2 para aqueles indivíduos que estão entre os 90% mais pobres.

A Oxfam também apontou que os bilionários têm uma média de 14% de seus investimentos em indústrias poluentes, como a da energia fóssil e de materiais como o cimento. Apenas um bilionário da amostra tinha investimentos em uma empresa de energia renovável.

Nafkote Dabi, líder de mudanças climáticas da instituição, disse que a COP27 é necessária “para expor e mudar o papel que as grandes corporações e seus ricos investidores desempenham ao lucrar com a poluição que impulsiona a crise climática global”. #CNNBrasil #MeioAmbiente #Clima #Cop27 #CNNnaCOP27

📸: Kevin Brine/ Getty Images",16161,1012,Ckq2Ad4vhrS,2966420831178988242,2022-11-07 15:15:41,15,2022-11-07,0,17173,CNN Brasil
312,12,Coleção,"SOBRE OS OMBROS 🎒 Proteger seu investimento na correria do dia a dia, sem correr o risco de ficar sem o equipamento no momento em que você mais precisa. Para quem trabalha e se movimenta com o notebook, o mercado oferece excelentes opções de mochilas a um ótimo custo-benefício.

Além do espaço para o computador, os modelos são capazes de abrigar o carregador, acessórios como cabos e HDs externos e até papéis de trabalho e documentos.

Deslize para conhecer alguns modelos e veja a lista completa no #LinkDaBio",1975,16,Ckq0WF5OkH8,2966413521152786940,2022-11-07 15:01:10,15,2022-11-07,0,1991,Estadão
18,18,Imagem,"Dois anos antes do pleito, partidos e candidatos começam a desenhar suas estratégias e alianças com base na herança da eleição de 2022, num cenário que tem hoje ao menos quatro nomes de destaque: Ricardo Salles (PL), Ricardo Nunes (MDB), Tabata Amaral (PSB) e Boulos. |📱Assine a Folha, um jornal a serviço do Brasil: folha.com/assine #folha #fsp #folhadespaulo

📷 Folhapress
📝 @carolclinhares 

#PraTodosVerem: Imagem colorida é uma montagem de fotos dos possíveis candidatos à Prefeitura de São Paulo. Da esquerda para a direita da imagem respectivamente, Guilherme Boulos, Tabata Amaral, Ricardo Nunes, Ricardo Salles e Carla Zambelli.

#PraVerAlém Em outubro de 2020, Tábata Amaral apresentou um projeto de decreto legislativo para derrubar, no Congresso, o decreto do presidente Jair Bolsonaro que criava a nova Política Nacional de Educação Especial (PNEE). As novas normas previam escolas e turmas separadas para estudantes com deficiência, o que muitos especialistas veem como exclusão. Em dezembro do mesmo ano, o STF suspendeu o decreto da nova PNNE.

#PraVerAlém Guilherme Boulos concorreu à Presidência da República em 2018. Entre as suas propostas estava a inclusão total para pessoas com deficiência. Dentro disso estava a criação da Secretaria Nacional da Pessoas com Deficiência, o incentivo a pesquisas e programas sociais para a melhoria de vida dessas.",18974,1156,Ckqv1LtOFZw,2966393667465008752,2022-11-07 15:00:33,15,2022-11-07,0,20130,Folha de São Paulo
782,32,Imagem,"Devido o sucesso de “Dahmer: Um C4nib4l Americano”, a Netflix confirmou que irá expandir a franquia “Monstro” com mais duas temporadas focadas em cr1minosos que chocaram a sociedade. E AÍ, O QUE VCS ACHARAM?! 📸🤔",256220,1835,Ckqw39Aot7W,2966398255889571542,2022-11-07 14:30:50,14,2022-11-07,0,258055,Choquei
475,25,Imagem,"Após demitir metade da empresa na sexta-feira (4), o Twitter entrou em contato com dezenas de ex-funcionários para pedir que voltem aos seus antigos cargos. As informações são da Bloomberg, que entrevistou pessoas familiarizadas com o assunto. 

Alguns funcionários foram demitidos por engano, outros foram mandados embora antes que líderes percebessem que seu trabalho e experiência seriam necessários para construir os novos recursos prometidos por Elon Musk, que comprou o Twitter por US$ 44 bilhões.

Cerca de 3.700 funcionários do Twitter foram demitidos na semana passada por email. Os argumentos para as demissões, segundo Musk, envolvem a necessidade de a empresa equilibrar as contas e se tornar lucrativa. Os pedidos de retorno de ex-funcionários demonstram o quão apressado e caótico foi o processo de desligamento, diz a Bloomberg.

📷 NORAD and USNORTHCOM Public Affairs

#uol #uoleconomia #economia #elonmusk #twitter #demissao",4347,214,Ckqtv1fPsTp,2966384503917823209,2022-11-07 14:03:30,14,2022-11-07,0,4561,UOL Oficial
783,33,Imagem,LINK NO STORY! 🚨,65339,0,CkqtUORoBrs,2966382606387518188,2022-11-07 13:59:44,13,2022-11-07,0,65339,Choquei
616,16,Imagem,"RUMO AO CATAR🇶🇦⚽ • O técnico da Seleção Brasileira, Tite, divulgou, nesta segunda-feira (7), a lista de 26 jogadores convocados para a Copa do Mundo de 2022, que começará no próximo dia 20 e que será realizada no Catar.

O Brasil está no grupo G do Mundial e estreia no torneio no dia 24, às 16h (Horário de Brasília), contra a Sérvia🇷🇸.

E você, acha que faltou alguém entre os convocados? Coloca aqui nos comentários o que você achou da lista👇 #CNNBrasil #CopaDoMundo #Brasil #SeleçãoBrasileira #Tite

📸 CBF",12936,733,CkqrDGkua0u,2966372633793899822,2022-11-07 13:39:55,13,2022-11-07,0,13669,CNN Brasil
784,34,Vídeo,"SOCORRO! 😂🎥
(vídeo: reprodução internet / instagram)",564593,11288,CkqqVCLP8HJ,2966369467975582153,2022-11-07 13:33:54,13,2022-11-07,0,575881,Choquei
19,19,Imagem,"COPA DO MUNDO | Depois de 50 jogos, 88 atletas convocados, um título de Copa América (2019), um vice (2021), e campanha histórica nas eliminatórias, Tite chegou à sua lista final. Nesta segunda-feira (7), ele divulgou os nomes dos seus 26 escolhidos para o Mundial do Qatar, sua despedida da seleção. Ele já avisou que seu ciclo de seis anos termina no último jogo da Copa. Talvez na final, marcada para 18 de dezembro. Veja lista em folha.com/esporte |📱Assine a Folha, um jornal a serviço do Brasil: folha.com/assine #folha #fsp #folhadespaulo

📷 Eduardo Anizelli (@anizelli)/Folhapress

#PraTodosVerem: Fotografia colorida mostra rosto de Tite, que está em ambiente escuro. Ele é um homem branco com cabelos brancos penteados para trás. Abaixo de seu rosto há o texto ""Com Daniel Alves e sem Firmino, Tite divulga lista e seleção brasileira está convocada para a Copa; veja relação"".",10637,476,Ckqpn6Kr50Q,2966366366999747856,2022-11-07 13:27:28,13,2022-11-07,0,11113,Folha de São Paulo
785,35,Imagem,"GOSTARAM?! 📸😬
(imagem: reprodução internet / instagram)",405278,11573,Ckqoz0IOF7w,2966362787103137520,2022-11-07 13:20:22,13,2022-11-07,0,416851,Choquei
476,26,Imagem,"🇧🇷 SAIU A LISTA! 

Tite anunciou, na tarde desta sexta (7), os 26 nomes que irão defender a seleção brasileira na Copa do Mundo do Qatar. 

E aí, aprovou a lista? Quem faltou? Comenta aí!

📷 Mustafa Yalcin/ Getty Images

#UOL #UOLEsporte #brasil #selecaobrasileira #Qatar2022",13932,1022,Ckqoq61ukgD,2966362175833786371,2022-11-07 13:19:09,13,2022-11-07,0,14954,UOL Oficial
313,13,Coleção,"OS 26 CONVOCADOS DE TITE 🇧🇷 O técnico Tite já fechou sua lista com o comando da CBF para a Copa do Mundo do Catar. A convocação da seleção brasileira foi anunciada na sede da entidade, no Rio. 

São 26 atletas com os quais o treinador trabalhou ao menos uma vez nos últimos quatro anos. A maioria atua na Europa, onde a temporada está apenas começando, o que quer dizer que todos os jogadores do Mundial chegarão ao país-sede mais inteiros. 👉 Deslize para ver todos os atletas.

JOGOS DO BRASIL NA 1ª FASE:
🇧🇷 🇷🇸 Brasil x Sérvia, 24/11 (quinta), 16h
🇧🇷 🇨🇭 Brasil x Suíça, 28/11 (segunda), 13h
🇧🇷 🇨🇲 Brasil x Camarões, 2/12 (sexta), 16h

Siga a cobertura completa da Copa no @estadaoesporte.",36664,1564,CkqobtauTqG,2966361130629937798,2022-11-07 13:17:04,13,2022-11-07,0,38228,Estadão
20,20,Imagem,"'FORREST GUMP NEGRO' | Morreu em Washington em 19 de outubro Daniel Smith, considerado o último filho sobrevivente de uma pessoa escravizada. Durante sua vida longa e movimentada, ele testemunhou em primeira mão muitos dos momentos principais da experiência afro-americana. Tinha 90 anos. Sua esposa, Loretta Neumann, disse que a causa da morte foi falência cardíaca e câncer na bexiga. Ele se referia a si mesmo como ""Forrest Gump negro"" depois de testemunhar da Marcha de Washington à posse de Obama. Leia em folha.com/mundo | 📱Assine a Folha, um jornal a serviço do Brasil: folha.com/assine #folha #fsp #folhadespaulo

📷 Nicholas Kamm - 5.ago.20/AFP
📝 Clay Risen

#PraTodosVerem: foto colorida mostra Daniel Smith, um homem idoso negro, com cabelos ralos brancos ao lado da cabeça. Ele usa camisa de mangas compridas com listras azuis verticais, aparece sentado em sofá, à frente de um abajur, falando. Seu rosto está virado para a margem direita do card, a mão direita levantada com um anel no dedo anelar. Texto no card diz ""Daniel Smith, último filho de uma pessoa escravizada nos EUA, morre aos 90"".",22201,152,CkqlEDlpULS,2966346311028523730,2022-11-07 12:47:38,12,2022-11-07,0,22353,Folha de São Paulo
786,36,Imagem,"ANSIOSOS?! 📸🤩
(imagem: reprodução internet / instagram)",344451,1774,CkqgKEIuA-z,2966324733701263283,2022-11-07 12:04:45,12,2022-11-07,0,346225,Choquei
477,27,Coleção,"O ex-volante da seleção brasileira @cesarsampaioofficial, um dos auxiliares técnicos de @titecoach ao ver o resultado do exame, soube que grande parte de seu material genético não só remete ao continente africano (77%), mas vem da Costa da Mina (35%), região que compreende Gana, Togo e Benin.

Ainda da África, ele descobriu que outra origem de seus ancestrais é o Oeste do continente, de onde vêm 27% de seu material genético. A região é onde fica Camarões, último adversário da seleção na fase de grupo da Copa do Mundo 2022.

Dentro de campo, César garante que não há espaço para parentes ou amigos. Depois da competição, no entanto, ele vai mergulhar em suas origens
 
💬 ""Com o resultado deste exame, tenho um ponto de partida para buscar as minhas origens. Agora, tenho como começar a procurar as minhas raízes""
 
➡️ Leia a entrevista completa em uol.com.br/ecoa
 
📲 Se você não conseguiu assistir, acesse o YouTube do UOL e confira a transmissão completa
 
Patrocínio: @genera.lab 

📷 Gsé Silva/UOL

#UOL #Ecoa #Ecoa_UOL #Origens #CanalUOL #MovimentoNegro #Live #debates",398,7,CkqgC-Arh7V,2966324246087605973,2022-11-07 12:03:47,12,2022-11-07,0,405,UOL Oficial
314,14,Coleção,"COMBATE À DESIGUALDADE 🐶🐱 Fundador da Petz, o empresário Sergio Zimerman, acredita que, para além dos programas sociais de distribuição de renda, a reforma tributária deve ser encarada como uma ferramenta de justiça social. Em sua visão, hoje os ricos pagam impostos de menos e os pobres acabam sendo penalizados. 

“Eu, como CEO da companhia, pago menos imposto do que um operador de caixa da minha empresa. Isso é uma vergonha. Não acho que um país pode dar certo com esse tipo de mentalidade”, disse Zimerman. “Fico preocupado quando vejo todas as propostas de reforma que foram discutidas até o momento... Vejo que nenhuma toca no assunto mais central, que é essa brutal concentração de renda.”

Em entrevista ao Estadão, o empresário também disse ter ""renovadas esperanças no governo de Luiz Inácio Lula da Silva (PT), eleito para um terceiro mandato a partir de 2023. Leia a conversa completa no #LinkDaBio. Fotos: @tqueirozl/Estadão",94032,3794,CkqfPNcpy_H,2966320689250250695,2022-11-07 11:56:43,11,2022-11-07,0,97826,Estadão
787,37,Imagem,"Após baixa procura pelo IPhone 14, principalmente na sua versão Plus, a Apple decidiu reduzir a produção do celular. Inicialmente seriam fabricados 90 milhões de unidades, mas a empresa cortou a produção em 3 milhões de smartphones. EITA GENTE! 📸😱",251955,3414,Ckqdp0zuBFu,2966313722126537070,2022-11-07 11:42:53,11,2022-11-07,0,255369,Choquei
617,17,Imagem,"NOVA CEPA DA COVID🦠 • O recente aumento de casos de Covid-19 na Europa, nos Estados Unidos e no Canadá serve de alerta para o Brasil, disse o médico infectologista Márcio Nehab, em entrevista à #CNNRádio, nesta segunda-feira (7).

O país já apresenta um aumento de testes positivos, de acordo com a Abrafarma. No último fim de semana, o Rio de Janeiro identificou um caso de Covid-19 provocado pela subvariante da Ômicron BQ.1.

Para Nehab, há uma “conjunção de fatores” que explica a escalada de casos no Brasil, que pode se transformar em uma nova onda. Segundo o médico, mesmo com a vacina em quem já teve a a doença, ""essa nova cepa tem poder de transmissão maior do que a Ômicron"".

🎙️“Em termos de gravidade não tem a mesma da alfa, gama e delta, mas essa nova infecção pode levar a internações, óbitos, e a infecção pode levar à síndrome da Covid longa”, acrescentou. O infectologista também reforçou sobre a necessidade de que a população busque a dose de reforço e recomenda o uso de máscaras e o isolamento por 10 dias para quem tiver sintomas.

Saiba mais no link da bio. #CNNBrasil #Covid #Brasil #Coronavírus

📸 Reuters",108928,9926,CkqdTuvOKlp,2966312203780139369,2022-11-07 11:39:52,11,2022-11-07,0,118854,CNN Brasil
21,21,Imagem,"SUSPENSÃO DE CONTAS | Novo chefe do Twitter, Elon Musk afirmou neste domingo (6) que vai examinar uma suposta situação de censura da rede no Brasil. O bilionário respondeu a tuítes que acusavam o site de censurar figuras bolsonaristas como o deputado eleito Nikolas Ferreira (PL-MG) e o economista Marcos Cintra, que tiveram a conta suspensa a mando do Tribunal Superior Eleitoral (TSE). Novo chefe do Twitter, Elon Musk afirmou neste domingo (6) que vai examinar uma suposta situação de censura da rede no Brasil. O bilionário respondeu a tuítes que acusavam o site de censurar figuras bolsonaristas como o deputado eleito Nikolas Ferreira (PL-MG) e o economista Marcos Cintra, que tiveram a conta suspensa a mando do Tribunal Superior Eleitoral (TSE). Leia mais em folha.com/poder |📱Assine a Folha, um jornal a serviço do Brasil: folha.com/assine #folha #fsp #folhadespaulo

📷  Angela Weiss/AFP

#PraTodosVerem: Foto colorida mostra rosto de Elon Musk, um homem branco com cabelos escuros curtos penteados para o lado. Ele está sério, sua boca fechada brevemente curvada para cima, e a sobrancelha esquerda aparece levantada. Texto no card diz ""Elon Musk diz que vai examinar possível situação de censura do Twitter no Brasil"".",8103,1385,CkqcSbNrp85,2966307716050362169,2022-11-07 11:30:57,11,2022-11-07,0,9488,Folha de São Paulo
788,38,Vídeo,Mais uma vez pilotos relataram luzes desconhecidas no céu enquanto realizavam um voo. Os registros foram feitos na região sul do Brasil e até agora não existe uma explicação para o fenômeno. Muitos internautas acreditam que se trata de um ÓVNI. O QUE ACHAM?! 🤔🎥,446367,8533,CkqaLAML0Tr,2966298409904850155,2022-11-07 11:14:30,11,2022-11-07,0,454900,Choquei
478,28,Imagem,"O presidente eleito Luiz Inácio Lula da Silva (PT) voltou da Bahia no último sábado (5) após quatro dias de descanso pós-eleição. Ele participa na tarde de hoje da primeira reunião com a equipe de transição de governo para debater uma PEC que aumente os gastos para o ano que vem e permita que cumpra promessas de campanha.

A equipe de transição de Lula busca espaço fiscal para manter em R$ 600 o benefício mensal do programa de transferência de renda —uma de suas principais propostas de campanha— e outros programas sociais, que não foram contemplados na proposta de orçamento apresentada pelo governo Jair Bolsonaro (PL) ao Congresso, em agosto.

📲 Leia mais em uol.com/noticias e siga @uolnoticias para ficar por dentro das principais notícias e bastidores da política

📷 Miguel Schincariol/AFP

#uol #uolnotícias #Lula #governodetransição #Orçamento2023 #Auxílio #PEC",12098,845,CkqVmdcoGNY,2966278306512528216,2022-11-07 10:32:31,10,2022-11-07,0,12943,UOL Oficial
315,15,Imagem,"CENSURA? 🐦O empresário Elon Musk, novo chefe do Twitter, afirmou que vai examinar supostos casos de censura na plataforma contra influenciadores e políticos bolsonaristas do Brasil. O comentarista da rádio Jovem Pan Paulo Figueiredo Filho marcou o bilionário em uma publicação reclamando da falta de liberdade de expressão no País, citando contas que foram derrubadas por decisão da Justiça. Musk respondeu: “Vou dar uma olhada nisso”.⁣
⁣
Apoiadores do presidente Jair Bolsonaro (PL) alegam censura por parte das redes sociais, que, obedecendo a decisões judiciais ou por iniciativa própria, suspendem perfis de aliados do chefe do Executivo principalmente por disseminação de fake news. Recentemente, o deputado federal eleito Nikolas Ferreira (PL) teve suas contas do Twitter e do Instagram removidas após espalhar informações falsas sobre a segurança das urnas eletrônicas.⁣
⁣
Saiba mais no #linkdaBio. Foto: Adrees Latif/Reuters",37423,5019,CkqVXqnAtQ5,2966277289853244473,2022-11-07 10:30:34,10,2022-11-07,0,42442,Estadão
789,39,Imagem,"Em entrevista à Folha, Raul Gazolla contou que nunca perdoou os ass4ssin0s da mulher e disse que ""o planeta amanheceu melhor, o ar mais limpo"" com a notícia da morte de Guilherme de Pádua. ""Até o bispo da igreja dele [Márcio Valadão] deu a notícia rindo. Devia ser um tormento para a igreja ter como pastor um assassino com um ego tão grande quanto seu crime"", continuou o ator. Por fim, Raul disse que precisamos agradecer um mundo sem o ass4ss1no: ""Vamos seguir em frente e agradecer por estarmos em um mundo melhor hoje"". 📸😊",199098,2278,CkqVHq6uJuv,2966276190672296879,2022-11-07 10:28:19,10,2022-11-07,0,201376,Choquei
618,18,Coleção,"""INFERNO CLIMÁTICO""🔥🌎 • O secretário-geral da Organização das Nações Unidas (ONU), António Guterres, disse aos países reunidos na COP27, no Egito, nesta segunda-feira (7), que eles enfrentam uma escolha difícil: trabalhar juntos agora para reduzir as emissões ou condenar as gerações futuras a uma catástrofe climática.

“Estamos na luta das nossas vidas. E estamos perdendo. Temperaturas anuais seguem aumentando […] Estamos em uma estrada para o inferno climático com o pé no acelerador”, alertou Guterres.

O chefe das Nações Unidas abriu a cúpula de líderes mundiais presentes na COP27 fazendo um apelo para que Estados Unidos e China se unam para liderar um acordo climático entre economias desenvolvidas e emergentes.

Guterres disse que é dever dos rivais geopolíticos combater as mudanças climáticas para formar o que ele descreveu como um pacto climático solidário. “As duas maiores economias têm uma responsabilidade particular para transformar o pacto em realidade. Essa é a nossa única esperança para alcançar as metas climáticas. A humanidade tem uma escolha: cooperar ou perecer”, afirmou.

Saiba mais no link da bio. #CNNBrasil #CNNnaCOP27 #COP27 #ONU #Clima #MudançasClimáticas

📸 Reuters",40730,1855,CkqTkyAucKL,2966269395061031563,2022-11-07 10:14:48,10,2022-11-07,0,42585,CNN Brasil
22,22,Imagem,"QUEDA DA COBERTURA VACINAL | Em pronunciamento em rede nacional de rádio e televisão neste domingo (6), o ministro da Saúde, Marcelo Queiroga, fez um apelo sobre a vacinação contra a poliomielite. ""Infelizmente, as coberturas vacinais estão caindo no mundo, assim como no nosso Brasil, situação agravada com a pandemia da Covid-19"", afirmou ele. ""Corremos o risco de perder essa importante conquista."" O ministro de Jair Bolsonaro (PL) disse que sua gestão está empenhada em combater a doença e mencionou que, entre agosto e setembro deste ano, fez uma campanha para ampliar a cobertura vacinal. Apesar disso, continuou, a taxa de vacinação ainda está abaixo de 70% —a meta é imunizar 95% das crianças com menos de cinco anos de idade.  Leia mais em folha.com/cotidiano |📱Assine a Folha, um jornal a serviço do Brasil: folha.com/assine #folha #fsp #folhadespaulo

📷 Reuters

#PraTodosVerem: Foto colorida mostra Queiroga, um homem branco com cabelos brancos, dos ombros para cima. Sua testa está tensa, a boca se move, o semblante sério. Fundo é azul. Texto no card diz ""Em cadeia nacional, ministro da Saúde faz apelo para vacinação contra poliomielite"".",14231,1563,CkqTDSQhdf3,2966267093223593975,2022-11-07 10:10:14,10,2022-11-07,0,15794,Folha de São Paulo
790,40,Imagem,"O apresentador Roberto Justus, de 67 anos, revelou que foi diagnosticado com um câncer na bexiga durante exames de rotina. Justus explicou tudo através de um vídeo publicado no Instagram. Ele contou que o tumor maligno já foi retirado. O empresário também falou aos seguidores que fará oito sessões de quimioterapia por prevenção e ressaltou a importância de realizar exames de rotina. MELHORAS! 📸❤️",138217,1007,CkqSm3yumPe,2966265140661085150,2022-11-07 10:06:21,10,2022-11-07,0,139224,Choquei
791,41,Imagem,"QUE MATURIDADE! 📸👏
(imagem: reprodução internet / instagram)",330365,3283,CkqPO2WuAhf,2966250295710451807,2022-11-07 09:36:52,9,2022-11-07,0,333648,Choquei
792,42,Imagem,"Alguns internautas perceberam uma grande coincidência após a morte de Guilherme de Pádua ser anunciada na noite de ontem (6/11). A data é a mesma que a da estreia da novela que marcou o retorno de Glória Pérez há exatos 27 anos, após a perda da filha. O nome da trama era “Explode Coração” e Guilherme morreu vítima de um infarto fulminante. MEU DEUS! 📸😳",302669,3818,CkqLjjsuvEa,2966234126601613594,2022-11-07 09:04:44,9,2022-11-07,0,306487,Choquei
23,23,Imagem,"'DESMENTIDO' | O ministro-chefe do GSI (Gabinete de Segurança Institucional), Augusto Heleno, afirmou neste domingo (6) a apoiadores que ""infelizmente"" Luiz Inácio Lula da Silva (PT), presidente eleito, não está doente. Ele se referiu ainda ao petista como ""cachaceiro"". ""Esse negócio do Lula estar doente, não está, infelizmente"", afirmou ele, dizendo que havia acabado de receber um ""desmentido"". A declaração foi dada na saída do Palácio do Alvorada a apoiadores do presidente Jair Bolsonaro (PL), que mencionaram o boato que circula entre bolsonaristas sobre Lula estar doente. Leia mais em folha.com/poder |📱Assine a Folha, um jornal a serviço do Brasil: folha.com/assine #folha #fsp #folhadespaulo

📷 Pedro Ladeira (@ladeiraphoto)/Folhapress

#PraTodosVerem: Foto colorida mostra general Heleno, um homem idoso, branco, com cabelos brancos lisos penteados para o lado, em pé usando roupas formais. Ele aparece dos quadris para cima no canto direito do card, seu semblante está sério e ao fundo há um painel azul, sobre o qual há o texto ""General Heleno diz que 'infelizmente' Lula não está doente"".",23166,7307,CkqJToRLWRt,2966224235903411309,2022-11-07 08:45:05,8,2022-11-07,0,30473,Folha de São Paulo
793,43,Imagem,"A escritora do livro, que deu origem ao desenho, revelou que a história é baseada em uma ursa de verdade, do zoológico de Londres, e explicou que a “Pooh” original sempre foi fêmea. E AÍ, VCS SABIAM?! 📸😱",371068,4555,CkqHHEAOi3s,2966214576237587948,2022-11-07 08:25:54,8,2022-11-07,0,375623,Choquei
619,19,Imagem,"MORTE DE GUILHERME DE PÁDUA • Morreu, neste domingo (6), aos 53 anos, Guilherme de Pádua, assassino confesso da atriz Daniella Perez. O ex-ator, que trabalhava como pastor, sofreu um infarto, em Belo Horizonte.

A informação da morte foi revelada inicialmente pelo pastor-presidente da Igreja Batista da Lagoinha Márcio Valadão em uma publicação, posteriormente apagada, no Instagram. Depois, foi confirmada pela instituição religiosa, onde o ex-ator era integrante do time pastoral desde 2017.

➡️ CASO DANIELLA PEREZ

Guilherme de Pádua assassinou a atriz Daniella Perez em 1992, no Rio de Janeiro, enquanto ambos trabalhavam na novela “De Corpo e Alma”, da TV Globo. Eles faziam um par romântico na ficção criada pela mãe da atriz, Gloria Perez.

Na época, o então ator confessou o crime, afirmando que contou com a ajuda de sua então esposa, Paula Nogueira Thomaz. De Pádua foi condenado a 19 anos de prisão, mas foi solto em 1999 após cumprir um terço da pena.

O caso foi tema do documentário da HBO Max “Pacto Brutal – O Assassinato de Daniella Perez”, que estreou neste ano. #CNNBrasil #DaniellaPerez

📸 Reprodução/YouTube",18871,2243,CkqG4l-g48m,2966213581923913510,2022-11-07 08:23:55,8,2022-11-07,0,21114,CNN Brasil
